2017-12-15 19:20:26.662457	1
2017-12-15 19:20:26.698494	1
2017-12-15 19:20:26.698494	3
2017-12-15 19:20:26.715542	1
2017-12-15 19:20:26.770273	1
2017-12-15 19:20:26.787554	1
2017-12-15 19:20:26.841116	3
2017-12-15 19:20:26.841116	1
2017-12-15 19:20:26.874497	3
2017-12-15 19:20:26.879132	1
2017-12-15 19:20:26.948968	2
2017-12-15 19:20:26.948968	1
2017-12-15 19:20:26.967135	1
2017-12-15 19:20:27.002131	4
2017-12-15 19:20:27.019744	2
2017-12-15 19:20:27.027806	3
2017-12-15 19:20:27.044033	4
2017-12-15 19:20:27.044033	1
2017-12-15 19:20:27.081998	3
2017-12-15 19:20:27.081998	2
2017-12-15 19:20:27.099174	2
2017-12-15 19:20:27.114554	3
2017-12-15 19:20:27.169202	2
2017-12-15 19:20:27.169202	1
2017-12-15 19:20:27.186598	1
2017-12-15 19:20:27.204321	1
2017-12-15 19:20:27.221607	2
2017-12-15 19:20:27.239177	1
2017-12-15 19:20:27.274372	4
2017-12-15 19:20:27.351869	3
2017-12-15 19:20:27.351869	1
2017-12-15 19:20:27.370276	1
2017-12-15 19:20:27.370276	3
2017-12-15 19:20:27.406437	3
2017-12-15 19:20:27.406437	4
2017-12-15 19:20:27.424021	2
2017-12-15 19:20:27.424021	1
2017-12-15 19:20:27.460148	4
2017-12-15 19:20:27.460148	1
2017-12-15 19:20:27.548627	1
2017-12-15 19:20:27.548627	1
2017-12-15 19:20:27.566518	2
2017-12-15 19:20:27.566518	1
2017-12-15 19:20:27.583861	1
2017-12-15 19:20:27.583861	3
2017-12-15 19:20:27.601632	1
2017-12-15 19:20:27.601632	2
2017-12-15 19:20:27.619116	1
2017-12-15 19:20:27.654559	2
2017-12-15 19:20:27.697210	2
2017-12-15 19:20:27.712472	2
2017-12-15 19:20:27.747415	1
2017-12-15 19:20:27.747415	1
2017-12-15 19:20:27.796959	2
2017-12-15 19:20:27.814118	1
2017-12-15 19:20:27.830680	3
2017-12-15 19:20:27.847293	1
2017-12-15 19:20:27.865547	1
2017-12-15 19:20:27.900162	1
2017-12-15 19:20:27.917739	1
2017-12-15 19:20:27.953681	3
2017-12-15 19:20:27.971125	1
2017-12-15 19:20:28.006257	2
2017-12-15 19:20:28.043219	1
2017-12-15 19:20:28.043219	5
2017-12-15 19:20:28.093534	3
2017-12-15 19:20:28.093534	3
2017-12-15 19:20:28.111313	5
2017-12-15 19:20:28.196547	3
2017-12-15 19:20:28.196547	1
2017-12-15 19:20:28.213323	1
2017-12-15 19:20:28.247416	1
2017-12-15 19:20:28.280388	2
2017-12-15 19:20:28.280388	1
2017-12-15 19:20:28.333650	1
2017-12-15 19:20:28.352157	1
2017-12-15 19:20:28.352157	2
2017-12-15 19:20:28.369450	4
2017-12-15 19:20:28.388015	1
2017-12-15 19:20:28.407716	3
2017-12-15 19:20:28.425404	1
2017-12-15 19:20:28.464626	1
2017-12-15 19:20:28.481187	3
2017-12-15 19:20:28.499733	1
2017-12-15 19:20:28.499733	1
2017-12-15 19:20:28.597945	2
2017-12-15 19:20:28.713137	1
2017-12-15 19:20:28.729896	1
2017-12-15 19:20:28.729896	5
2017-12-15 19:20:28.779919	2
2017-12-15 19:20:28.797464	1
2017-12-15 19:20:28.832632	4
2017-12-15 19:20:28.832632	5
2017-12-15 19:20:28.849427	2
2017-12-15 19:20:28.849427	1
2017-12-15 19:20:28.866142	3
2017-12-15 19:20:28.866142	3
2017-12-15 19:20:28.883353	1
2017-12-15 19:20:28.883353	4
2017-12-15 19:20:28.916312	4
2017-12-15 19:20:28.933326	2
2017-12-15 19:20:28.933326	1
2017-12-15 19:20:28.933326	5
2017-12-15 19:20:28.950185	2
2017-12-15 19:20:29.009135	2
2017-12-15 19:20:29.036678	5
2017-12-15 19:20:29.036678	1
2017-12-15 19:20:29.055358	1
2017-12-15 19:20:29.055358	3
2017-12-15 19:20:29.088149	3
2017-12-15 19:20:29.139268	1
2017-12-15 19:20:29.139268	3
2017-12-15 19:20:29.229542	3
2017-12-15 19:20:29.245944	3
2017-12-15 19:20:29.262738	1
2017-12-15 19:20:29.298676	2
2017-12-15 19:20:29.333195	2
2017-12-15 19:20:29.351191	1
2017-12-15 19:20:29.368852	1
2017-12-15 19:20:29.386321	3
2017-12-15 19:20:29.445670	1
2017-12-15 19:20:29.445670	1
2017-12-15 19:20:29.445670	1
2017-12-15 19:20:29.519834	1
2017-12-15 19:20:29.519834	1
2017-12-15 19:20:29.519834	2
2017-12-15 19:20:29.573414	1
2017-12-15 19:20:29.573414	1
2017-12-15 19:20:29.573414	4
2017-12-15 19:20:29.573414	1
2017-12-15 19:20:29.591089	1
2017-12-15 19:20:29.608476	4
2017-12-15 19:20:29.625387	1
2017-12-15 19:20:29.625387	2
2017-12-15 19:20:29.628327	3
2017-12-15 19:20:29.645808	1
2017-12-15 19:20:29.664399	1
2017-12-15 19:20:29.681870	2
2017-12-15 19:20:29.728895	2
2017-12-15 19:20:29.728895	5
2017-12-15 19:20:29.745730	3
2017-12-15 19:20:29.763830	1
2017-12-15 19:20:29.763830	2
2017-12-15 19:20:29.763830	2
2017-12-15 19:20:29.795786	1
2017-12-15 19:20:29.829274	2
2017-12-15 19:20:29.864420	4
2017-12-15 19:20:29.883324	2
2017-12-15 19:20:29.900624	2
2017-12-15 19:20:29.900624	1
2017-12-15 19:20:29.918321	1
2017-12-15 19:20:29.918321	2
2017-12-15 19:20:29.935603	1
2017-12-15 19:20:29.935603	3
2017-12-15 19:20:29.953246	4
2017-12-15 19:20:29.953246	1
2017-12-15 19:20:29.988304	2
2017-12-15 19:20:29.988304	1
2017-12-15 19:20:30.005803	1
2017-12-15 19:20:30.009671	2
2017-12-15 19:20:30.017982	2
2017-12-15 19:20:30.035570	3
2017-12-15 19:20:30.055793	1
2017-12-15 19:20:30.055793	5
2017-12-15 19:20:30.055793	4
